oktmo,name,year,munipoliceworkers
17620490,поселок Уршельский,2006,14.0
17620490,поселок Уршельский,2007,12.0
17625000,Камешковский муниципальный район,2006,1.0
17625101,город Камешково,2006,1.0
17625101,город Камешково,2012,0.0
17630000,Киржачский муниципальный район,2006,21.0
17630101,город Киржач,2006,21.0
17630101,город Киржач,2008,0.0
17635000,Ковровский муниципальный район,2011,0.0
17635173,поселок Мелехово,2011,0.0
17640000,Кольчугинский муниципальный район,2006,16.0
17642000,Меленковский муниципальный район,2006,125.0
17642000,Меленковский муниципальный район,2007,118.0
17642101,город Меленки,2007,118.0
17642101,город Меленки,2009,1.0
17646000,Петушинский муниципальный район,2006,2.0
17646000,Петушинский муниципальный район,2014,14.0
17646101,город Петушки,2012,0.0
17646157,поселок Городищи,2006,2.0
17646456,Петушинское,2014,14.0
17648000,Селивановский муниципальный район,2006,1.0
17648000,Селивановский муниципальный район,2007,13.0
17648151,поселок Красная Горбатка,2006,1.0
17648151,поселок Красная Горбатка,2007,13.0
17648416,Малышевское,2012,0.0
17650000,Собинский муниципальный район,2006,34.0
17650000,Собинский муниципальный район,2010,5.0
17650450,Толпуховское,2010,5.0
17652000,Судогодский муниципальный район,2006,66.0
17652000,Судогодский муниципальный район,2007,17.0
17652101,город Судогда,2006,66.0
17652101,город Судогда,2007,17.0
17654000,Суздальский муниципальный район,2006,80.0
17654000,Суздальский муниципальный район,2007,11.0
17654000,Суздальский муниципальный район,2011,0.0
17654000,Суздальский муниципальный район,2012,8.0
17654101,город Суздаль,2006,20.0
17654101,город Суздаль,2007,10.0
17654403,Боголюбовское,2006,50.0
17654403,Боголюбовское,2007,1.0
17654412,Селецкое,2006,6.0
17654412,Селецкое,2012,5.0
17654432,Новоалександровское,2006,4.0
17654432,Новоалександровское,2012,3.0
17656000,Юрьев-Польский муниципальный район,2010,0.0
17656101,город Юрьев-Польский,2010,0.0
17656416,Красносельское,2010,0.0
17656432,Небыловское,2010,0.0
17656448,Симское,2010,0.0
17720000,город Гусь-Хрустальный,2007,31.0
17725000,город Ковров,2006,59.0
17725000,город Ковров,2007,59.0
17725000,город Ковров,2008,0.0
17725000,город Ковров,2009,0.0
17735000,округ Муром,2006,344.0
18602000,Алексеевский муниципальный район,2006,7.0
18602000,Алексеевский муниципальный район,2007,3.0
18602000,Алексеевский муниципальный район,2017,0.0
18602405,Алексеевское,2006,7.0
18602405,Алексеевское,2007,3.0
18602408,Аржановское,2007,0.0
18602410,Большебабинское,2006,0.0
18602410,Большебабинское,2007,0.0
18602412,Краснооктябрьское,2006,0.0
18602412,Краснооктябрьское,2007,0.0
18602416,Ларинское,2006,0.0
18602416,Ларинское,2007,0.0
18602420,Поклоновское,2006,0.0
18602420,Поклоновское,2007,0.0
18602424,Шарашенское,2006,0.0
18602424,Шарашенское,2007,0.0
18602428,Рябовское,2006,0.0
