oktmo,name,year,cinemas
50655425,Усть-Таркский сельсовет,2009,1.0
50655425,Усть-Таркский сельсовет,2010,1.0
50655425,Усть-Таркский сельсовет,2011,1.0
50655425,Усть-Таркский сельсовет,2012,1.0
50655427,Щербаковский сельсовет,2007,2.0
50655427,Щербаковский сельсовет,2008,1.0
50655427,Щербаковский сельсовет,2009,1.0
50655427,Щербаковский сельсовет,2010,1.0
50655427,Щербаковский сельсовет,2011,1.0
50655428,Яркуль-Матюшкинский сельсовет,2007,2.0
50655428,Яркуль-Матюшкинский сельсовет,2009,1.0
50655428,Яркуль-Матюшкинский сельсовет,2010,1.0
50655428,Яркуль-Матюшкинский сельсовет,2011,1.0
50655428,Яркуль-Матюшкинский сельсовет,2012,1.0
50655431,Яркульский сельсовет,2007,3.0
50655431,Яркульский сельсовет,2008,2.0
50655431,Яркульский сельсовет,2009,2.0
50655431,Яркульский сельсовет,2010,2.0
50655431,Яркульский сельсовет,2011,1.0
50655431,Яркульский сельсовет,2012,1.0
50656000,Чановский муниципальный район,2008,1.0
50656000,Чановский муниципальный район,2009,1.0
50656151,рабочий поселок Чаны,2008,1.0
50656151,рабочий поселок Чаны,2009,1.0
50657000,Черепановский муниципальный район,2007,1.0
50657000,Черепановский муниципальный район,2008,7.0
50657000,Черепановский муниципальный район,2009,7.0
50657000,Черепановский муниципальный район,2010,7.0
50657000,Черепановский муниципальный район,2011,7.0
50657413,Майский сельсовет,2007,1.0
50657413,Майский сельсовет,2008,1.0
50657413,Майский сельсовет,2009,1.0
50657413,Майский сельсовет,2010,1.0
50657413,Майский сельсовет,2011,1.0
50657419,Огнево-Заимковский сельсовет,2008,5.0
50657419,Огнево-Заимковский сельсовет,2009,5.0
50657419,Огнево-Заимковский сельсовет,2010,5.0
50657419,Огнево-Заимковский сельсовет,2011,5.0
50657425,Татарский сельсовет,2008,1.0
50657428,Шурыгинский сельсовет,2009,1.0
50657428,Шурыгинский сельсовет,2010,1.0
50657428,Шурыгинский сельсовет,2011,1.0
50658000,Чистоозерный муниципальный район,2007,1.0
50658000,Чистоозерный муниципальный район,2008,15.0
50658000,Чистоозерный муниципальный район,2009,14.0
50658000,Чистоозерный муниципальный район,2010,14.0
50658000,Чистоозерный муниципальный район,2011,14.0
50658000,Чистоозерный муниципальный район,2012,15.0
50658151,рабочий поселок Чистоозерное,2007,1.0
50658151,рабочий поселок Чистоозерное,2008,1.0
50658151,рабочий поселок Чистоозерное,2009,1.0
50658151,рабочий поселок Чистоозерное,2010,1.0
50658151,рабочий поселок Чистоозерное,2011,1.0
50658151,рабочий поселок Чистоозерное,2012,2.0
50658402,Барабо-Юдинский сельсовет,2008,1.0
50658402,Барабо-Юдинский сельсовет,2009,1.0
50658402,Барабо-Юдинский сельсовет,2010,1.0
50658402,Барабо-Юдинский сельсовет,2011,1.0
50658403,Варваровский сельсовет,2008,1.0
50658403,Варваровский сельсовет,2012,1.0
50658404,Елизаветинский сельсовет,2008,1.0
50658404,Елизаветинский сельсовет,2009,1.0
50658404,Елизаветинский сельсовет,2010,1.0
50658404,Елизаветинский сельсовет,2011,1.0
50658404,Елизаветинский сельсовет,2012,1.0
50658407,Журавский сельсовет,2008,1.0
50658407,Журавский сельсовет,2009,1.0
50658407,Журавский сельсовет,2010,1.0
50658407,Журавский сельсовет,2011,1.0
50658407,Журавский сельсовет,2012,1.0
50658408,Ишимский сельсовет,2008,1.0
50658408,Ишимский сельсовет,2009,1.0
50658408,Ишимский сельсовет,2010,1.0
50658408,Ишимский сельсовет,2011,1.0
50658410,Новокрасненский сельсовет,2008,1.0
50658410,Новокрасненский сельсовет,2009,1.0
50658410,Новокрасненский сельсовет,2010,1.0
50658410,Новокрасненский сельсовет,2011,1.0
50658410,Новокрасненский сельсовет,2012,1.0
50658411,Новокулындинский сельсовет,2008,1.0
50658411,Новокулындинский сельсовет,2009,1.0
50658411,Новокулындинский сельсовет,2010,1.0
50658411,Новокулындинский сельсовет,2011,1.0
50658411,Новокулындинский сельсовет,2012,1.0
50658413,Новопесчанский сельсовет,2012,1.0
50658416,Ольгинский сельсовет,2012,1.0
50658419,Павловский сельсовет,2008,1.0
50658419,Павловский сельсовет,2009,2.0
